Relaxation Parameter A,Probability P_f,E_avg,E_std,E_min
250.0,0.09375,4094.4185798638796,255.2715884305093,3510.0697871513185
252.5,0.125,4099.478783292913,273.2513706478077,3532.3009568446323
255.0,0.1171875,4175.664243521559,289.50717015115043,3360.5953688147947
257.5,0.140625,4168.378646441733,256.1342498761,3549.691902493105
260.0,0.125,4191.150614749049,270.16639302993315,3392.4193611941046
262.5,0.1640625,4179.472009606405,258.0900130500125,3341.9050348832316
265.0,0.203125,4209.774555190216,291.34027787499184,3372.3131102139378
267.5,0.1875,4322.663790826541,278.90753262843333,3610.8682429496093
270.0,0.1484375,4301.975090819115,283.8571161750676,3557.8348777973333
272.5,0.1796875,4346.637593615581,327.8437809186468,3345.0854412611698
275.0,0.2578125,4325.636941124663,307.0357446625818,3625.3683668134236
277.5,0.265625,4349.0397857612015,318.66794171408293,3255.1946821399433
280.0,0.1875,4373.99019051302,281.561444060452,3829.293581206479
282.5,0.296875,4443.349622438985,337.726326714854,3322.645144481159
285.0,0.2265625,4452.310176497119,306.4522492475027,3643.908880446739
287.5,0.296875,4398.719595020756,324.9345595536164,3581.607636761837
290.0,0.3828125,4476.577299248892,310.0256754435719,3613.508668028053
292.5,0.3359375,4491.632353850962,301.6699606325088,3676.8189671483124
295.0,0.359375,4530.194666646248,336.3602128275976,3697.9146553269056
297.5,0.2734375,4594.7322777245045,305.763788740514,3853.004897190076
300.0,0.34375,4605.7550144987745,309.1326512727957,3793.373207270157
302.5,0.390625,4576.027188837852,306.1112929879723,3710.227024542317
305.0,0.4296875,4667.999299746147,367.3352505329114,3812.679313731109
307.5,0.3359375,4615.314159853013,335.25463990474015,3617.47759372819
310.0,0.4453125,4674.8786124417165,337.9721780028814,3844.7569408761374
312.5,0.4453125,4704.324480797134,362.26414302032333,4020.978793765178
315.0,0.4453125,4712.89411199551,376.8649949044229,3702.5441230362194
317.5,0.53125,4742.190332196567,364.7201961525129,3932.7093945906654
320.0,0.4375,4779.182225306356,341.3808462390695,3927.2800683588157
322.5,0.5234375,4888.582164189416,378.05443968729355,3805.356657163291
325.0,0.5078125,4788.904573779662,375.4770524164951,3776.907830208849
327.5,0.5703125,4844.390171871018,410.8175680171058,3920.6867742658196
330.0,0.5546875,4818.17667101574,379.2055602280582,4091.5361742575988
332.5,0.53125,4911.891225807853,350.8605852594949,3844.733842236388
335.0,0.53125,4868.77353317836,424.4906288268481,3590.8199712383976
337.5,0.6953125,4865.005086009686,408.24625940194807,3684.058558223416
340.0,0.6015625,4913.558854730306,417.17154910274274,3785.055405858471
342.5,0.6328125,4928.444471116301,386.4272799000945,3984.249508931214
345.0,0.6171875,4950.189056705008,414.09385260529837,4083.483035172212
347.5,0.6484375,5040.286723832045,384.7477569363383,3805.1835159508264
350.0,0.6171875,5060.244239098415,408.77263900682976,4222.6936273361025
352.5,0.6640625,5065.310460844655,393.4058360463879,3992.1596369319195
355.0,0.6328125,5045.985893787674,382.3653878258443,4137.8369571487565
357.5,0.71875,5143.822073616189,446.36216348042444,3912.9382567928587
360.0,0.7265625,5188.304291932737,375.20460976350887,4236.744867670466
362.5,0.6953125,5161.266686268261,386.53336287233634,4183.75161675665
365.0,0.6875,5067.550527414021,429.988568952906,4085.8369825288646
367.5,0.7265625,5085.436289981855,403.25969811389155,4116.634769411779
370.0,0.71875,5174.333592353056,389.8864648654827,4255.6996296546495
372.5,0.7578125,5274.111234563096,487.58403639958453,3852.8077158126325
375.0,0.7421875,5303.511923236471,433.6804813441923,4234.460480225112
377.5,0.8046875,5239.918720419381,461.3120050765848,3961.318186291017
380.0,0.7109375,5283.230955360412,435.34305024878677,3921.696153068264
382.5,0.78125,5227.163844837081,423.3779388434789,4202.233345493107
385.0,0.78125,5277.969523912825,417.3296517971772,4244.238457543423
387.5,0.84375,5308.193110674548,430.4092441405934,4281.1379795754
390.0,0.78125,5312.5610521894,474.01951078227734,4146.8346710746155
392.5,0.75,5324.118265100613,475.61885706397914,4172.073044906287
395.0,0.8125,5333.772822709664,461.3435500633042,4034.161320571551
397.5,0.8125,5424.1432986256905,432.786355124604,4415.407545570459
400.0,0.8515625,5454.325081969493,396.75483374085456,4403.030453314466
402.5,0.7890625,5392.692656718426,468.74846685514626,4239.809461553716
405.0,0.8828125,5400.141037742265,447.47371858930154,4199.246304151391
407.5,0.8828125,5502.843688261061,494.8203626789438,4390.9560616880735
410.0,0.8515625,5475.711175160233,451.0453908505787,4579.178493671265
412.5,0.8515625,5615.777515624094,500.70712843946995,4514.598627809726
415.0,0.8515625,5523.347505505796,561.0000514715068,4294.176707917875
417.5,0.921875,5607.141713115965,440.7779018724089,4444.192813808881
420.0,0.8828125,5535.344458881987,530.9633358970735,4430.150542847336
422.5,0.8828125,5583.093925989583,514.9075879270548,4098.911257658823
425.0,0.8828125,5730.401578347431,496.6218722535654,4590.0119595982505
427.5,0.921875,5589.02023617056,509.79333867009143,4390.537937622041
430.0,0.890625,5655.989975075051,509.48280070773905,4475.243504428392
432.5,0.9453125,5594.837877751409,511.4094849382765,4089.374779335445
435.0,0.90625,5670.823106323903,545.296250858905,4328.144741265693
437.5,0.9765625,5649.064658380885,490.430441692719,4442.074911688527
440.0,0.921875,5709.425440621494,471.47704435273084,4560.617227354247
442.5,0.921875,5744.468203540839,478.9423624961825,4685.733100586684
445.0,0.96875,5739.424867904317,524.7014211138802,4122.339337948699
447.5,0.96875,5698.334583863505,569.501652189124,4258.163301514607
450.0,0.9296875,5700.627061322882,538.9890980158223,4547.452086441692
452.5,0.9140625,5785.552917376617,543.9871035141275,4606.2103238048985
455.0,0.9140625,5803.6745640885,487.10605014678407,4468.030425185185
457.5,0.9609375,5852.140765152982,538.8332185129601,3969.0071643368865
460.0,0.9453125,5829.776768120706,524.2011001491231,4456.495902697949
462.5,0.96875,5827.3836425249865,541.7760474352297,4453.507836561919
465.0,0.953125,5774.397091354993,473.7237665587759,4416.096227820453
467.5,0.9765625,5880.683442737468,577.1996982497735,4348.828670701623
470.0,0.9765625,5807.8686080091165,504.17256723596427,4569.2204681835865
472.5,0.9921875,5831.841117385346,534.0917806467182,4371.6457384511305
475.0,0.9765625,5946.215346372405,546.5832422606554,4500.00954322713
477.5,0.9765625,5881.244515425286,594.5509919168653,4309.402213028814
480.0,0.9609375,5876.386069096269,535.8812167208603,4459.596673417927
482.5,0.96875,5894.122760255038,461.4625154062012,4707.521033988247
485.0,0.9765625,5901.368255791882,474.5859187052252,4822.861159102846
487.5,0.953125,5930.8477550001135,537.0141515848511,4786.351843178174
490.0,0.9765625,5907.378890818526,536.6336814070615,4484.7907964260085
492.5,0.9609375,5980.693603673364,549.3224764098005,4822.8733320423125
495.0,0.984375,5923.767913606677,538.1366028545472,4709.227117932787
497.5,0.984375,6073.856939271763,533.2918232483605,4777.063989052658
