Relaxation Parameter A,Probability P_f,E_avg,E_std,E_min
437.0,0.0390625,7238.450331941446,419.70131102006593,6132.16104772039
441.38,0.03125,7247.855384069077,409.2789775454561,5978.630586479798
445.76,0.03125,7383.723199379218,524.9657708166337,6248.070476989436
450.14,0.046875,7426.5269312120445,496.385869190161,6153.574675939013
454.52,0.046875,7391.246777218413,409.371720350787,6386.143293347755
458.9,0.09375,7448.703109628842,500.1406571485747,6237.9066421026655
463.28,0.0703125,7460.630757294018,496.38766857235123,5944.086287286751
467.65999999999997,0.125,7516.933185712345,436.82835396433194,6386.028300834994
472.03999999999996,0.0625,7542.640247660131,442.5795941235952,6412.708021265906
476.41999999999996,0.0703125,7520.604602010349,493.08353944992444,6200.542838840192
480.79999999999995,0.09375,7599.798295402288,501.19473076797215,6361.570322900214
485.17999999999995,0.140625,7740.211669096798,492.74463277462166,6433.579375177404
489.55999999999995,0.109375,7791.02419901044,546.7111998536758,6498.530597667905
493.93999999999994,0.234375,7733.147386307991,493.58525435128877,6674.916361758933
498.31999999999994,0.1328125,7721.2259576615215,513.4935720408488,6426.063955523787
502.69999999999993,0.171875,7801.458484798767,575.307316694882,6298.328654997305
507.0799999999999,0.203125,7839.660134704457,545.0093436402731,6683.722145827869
511.4599999999999,0.21875,7851.499319219562,501.3341289758517,6669.263340910587
515.8399999999999,0.203125,7842.940070685416,642.7910099074008,6499.240766897077
520.2199999999999,0.2109375,8051.345171214221,495.5166985346503,6801.573664680378
524.5999999999999,0.25,8044.730000971534,586.8569851026309,6757.899279896825
528.9799999999999,0.2421875,8100.424856626151,556.1802818559919,6244.23628669107
533.3599999999999,0.234375,8164.637045421068,608.9176147982489,6534.318948927637
537.7399999999999,0.328125,8110.332085602335,595.0799606628199,6773.879502660719
542.1199999999999,0.234375,8139.541143113427,521.8725220139647,6938.952549734549
546.4999999999999,0.296875,8219.652410175919,585.8595810716236,6219.239329719749
550.8799999999999,0.265625,8219.804913864062,568.0312335215627,7043.580177089254
555.2599999999999,0.3125,8198.68783092306,569.9233300334081,6729.802487384717
559.6399999999999,0.390625,8312.156012989672,528.9680912999991,7226.373275213718
564.0199999999999,0.4140625,8237.137250201758,630.0015424378663,6459.940608361438
568.3999999999999,0.453125,8320.034461934036,666.0299449254919,7005.587909902992
572.7799999999999,0.3359375,8421.10960719262,599.0901597498918,6926.646602289518
577.1599999999999,0.484375,8538.323176895197,633.3381705292951,6514.573796927769
581.5399999999998,0.4375,8452.164204687877,698.7622270771442,6238.829514817076
585.9199999999998,0.359375,8603.851515308737,693.6316805614221,6890.314715747281
590.2999999999998,0.515625,8593.679331108808,636.4374709353441,7190.727332679991
594.6799999999998,0.546875,8594.067560718458,615.7060792215528,7063.637295577679
599.0599999999998,0.4921875,8616.159166201784,674.1343486294254,6671.777240967425
603.4399999999998,0.59375,8651.34692088255,601.4919980929237,7358.829695592067
607.8199999999998,0.5703125,8657.047712789756,704.351030044965,6660.64331621919
612.1999999999998,0.578125,8826.748397347157,723.9376938454474,7169.885624513463
616.5799999999998,0.546875,8634.435979921174,622.0768238690151,6932.385089681375
620.9599999999998,0.5,8847.548217940546,633.3222224618992,7110.465088464596
625.3399999999998,0.6171875,8809.270986302598,701.7976062178083,6919.928448980769
629.7199999999998,0.5390625,8903.270154621152,659.2185984025828,7493.035485773376
