Relaxation Parameter A,Probability P_f,E_avg,E_std,E_min
0.42391959798994977,0.0703125,0.5346003575471284,0.3581301719245048,0.5211687432519678
0.4272180904522613,0.0625,0.5328706497028433,0.3440440397705495,0.5286203397826746
0.4305165829145728,0.0546875,0.5409642688263244,0.3547562727175407,0.5531455699284745
0.43381507537688435,0.046875,0.5423326195589692,0.3410960390650979,0.557570861615028
0.43711356783919586,0.0546875,0.5418407813830066,0.31713108006707097,0.563870468954632
0.4404120603015075,0.078125,0.5517064591251767,0.3715907606545852,0.5173055666307635
0.44371055276381893,0.078125,0.5539907111019576,0.38530745063381683,0.5513003784215886
0.44700904522613044,0.078125,0.5493858176315581,0.344195870646787,0.5613082182915116
0.450307537688442,0.0703125,0.5509595362004577,0.3865054692746219,0.5457004107575071
0.4536060301507535,0.1015625,0.5515044947859749,0.3867710994502112,0.5407473462418622
0.456904522613065,0.1484375,0.5569428798464092,0.42329386862883606,0.5527626134859408
0.4602030150753766,0.1015625,0.5587589916118941,0.36981236493781805,0.5909284769380659
0.4635015075376881,0.140625,0.5626219223300842,0.3469055110466328,0.5817034194973253
0.4667999999999996,0.125,0.5638766825486357,0.3761747435976701,0.5856779684638502
0.47009849246231117,0.1484375,0.5672725198071381,0.3776567225680279,0.5864587660010879
0.4733969849246227,0.2109375,0.5737316287562422,0.4097090358365792,0.539985891735985
0.47669547738693424,0.1796875,0.575623312048745,0.3415181679424437,0.6016987619851321
0.47999396984924575,0.1953125,0.5790209627126798,0.3996222636244186,0.5818783709511782
0.48329246231155726,0.265625,0.5812425681107106,0.41697728501104137,0.5620695655703875
0.4865909547738688,0.2265625,0.588033729309354,0.486953802858349,0.5657607088950425
0.48988944723618033,0.21875,0.5824969366369527,0.3567852604756778,0.6069995983056298
0.49318793969849184,0.2265625,0.5819427796355764,0.4329319101656853,0.5866903159556582
0.4964864321608034,0.21875,0.588650157331055,0.4203923765926726,0.5877813653723288
0.4997849246231149,0.3046875,0.5927300811925167,0.40721320221494,0.5709612791136227
0.5030834170854265,0.28125,0.5980459597898102,0.39898672664523926,0.623274483903914
0.506381909547738,0.3125,0.5969090977673054,0.4158323628880802,0.5938210221209211
0.5096804020100495,0.375,0.5918377978903718,0.3884998310082805,0.5527649990501783
0.512978894472361,0.25,0.6059557332223822,0.4300806150376344,0.5539711564233336
0.5162773869346725,0.3515625,0.6046108396955238,0.45468795090119235,0.6061173840229621
0.5195758793969841,0.328125,0.6042684540650477,0.41366763400443113,0.6030847358813354
0.5228743718592956,0.328125,0.6081274337466255,0.4155169801416984,0.5785480109251072
0.5261728643216071,0.2734375,0.6123887721106902,0.45095329693345193,0.6147945031696207
0.5294713567839187,0.328125,0.6128573912873877,0.4445756817202945,0.609457651589994
0.5327698492462302,0.3203125,0.6153572806713059,0.43800625084599204,0.6216750495457969
0.5360683417085418,0.390625,0.6190192251090121,0.4313116512155326,0.6329711544184046
0.5393668341708533,0.4296875,0.6162781025100711,0.4298220496789685,0.626821765959734
0.5426653266331648,0.390625,0.6195714504250915,0.4261226816506848,0.6263005182099367
0.5459638190954763,0.4453125,0.6284037236782157,0.49972637025898176,0.5993633145764242
0.5492623115577878,0.453125,0.6303872270406079,0.46453797963662025,0.5815958039425045
0.5525608040200993,0.484375,0.6249172453330972,0.4349504281993461,0.6433941016561406
0.555859296482411,0.546875,0.6245445108065004,0.4513728663100317,0.6091345338097834
0.5591577889447225,0.5859375,0.6349140007242742,0.47593788871971726,0.6042102581953849
0.562456281407034,0.6015625,0.6263523506317387,0.47232563022815627,0.6094530586130724
0.5657547738693456,0.53125,0.6371335392724704,0.45971926377585093,0.6055787013768228
0.569053266331657,0.546875,0.6405885124328426,0.46790670152714775,0.6352317020570362
0.5723517587939685,0.5546875,0.6449529590710085,0.4380079792190153,0.6549030911304253
